title,address,region,renting,area,toward,room,traffic,launchtime,floor,elevator,introduction,imagelink
整租·庆华新村 2室1厅 南,青浦-夏阳-庆华新村,青浦,2200,51,南,2-1-1,青浦新城-1067;,2019-07-30,中-5,0,,https://image1.ljcdn.com/310000-inspection/e948cf8e-b830-4a91-9546-84a403e60ff3.jpg.780x439.jpg
整租·连云大楼 1室0厅 南,黄浦-新天地-连云大楼,黄浦,7200,45,南,1-0-1,黄陂南路-336;大世界-741;人民广场-969;淮海中路-1075;新天地-1076;,2019-07-24,高-13,1,"【房源亮点】 业主精心装修，家具家电都是品牌。适合居家客户，目前空置中，看房方便。
【户型介绍】 原始户型，超大阳台，朝南大开间，景观大阳台，阳光充足，前排无遮挡对着金陵西路大马路，K11近在咫尺
【交通出行】 1号线黄陂南路站步行大约150米即可到达，以及各路公交，出行便利",https://image1.ljcdn.com/310000-inspection/2bef2331-168f-40d1-b9e8-e352ce4a6c2e.jpg.780x439.jpg
整租·保利铃兰公馆 3室2厅 南,浦东-临港新城-保利铃兰公馆,浦东,3400,90,南,3-2-2,,2019-02-13,低-8,0,"【房源亮点】 业主自住精装修，前排别墅，景观楼层，采光通风无遮挡，家电齐，拎包入住，看房随时
【户型介绍】 三房两厅，一厨两卫，房子刚交的房，，之前都是业主自住，现在房东工作调动，房子空置出租，诚心出租
【装修描述】 步行15分..钟即到地铁站，与外环线、沪南路、A2与A30相去不苑，可快捷出入于上海各中..心，交通方便快捷。因毗..邻惠南镇中..心商..业集群，拥有乐购、国美、布斯卡品牌折扣中..心、电影院、餐饮街等",https://image1.ljcdn.com/310000-inspection/79a32ae5-4216-40b4-badc-eb836df7329e.jpg.780x439.jpg
整租·氯碱小区 1室1厅 南,闵行-吴泾-氯碱小区,闵行,2300,39,南,1-1-1,,2019-08-24,高-6,0,,https://image1.ljcdn.com/310000-inspection/8b39f4cb-c7b4-409e-a940-14bf70d8f3d4.jpg.780x439.jpg
整租·高荣小区 2室0厅 南,静安-曹家渡-高荣小区,静安,9000,78,南,2-0-1,武宁路-739;江苏路-900;昌平路-1049;隆德路-1116;,2019-08-17,中-24,1,"【房源亮点】 全新装修诚意出租，精装修拎包入住 中楼层采光通风好 ，看房方便，随时可看
【交通出行】 公交车站多旁边有45、32等多部公交车， 另有11号线江苏站与13号线武宁站 出行方便 交通便利，共享单车多。。。
【周边配套】 步行即可到芳汇广场，悦达889，长宁88，元华超市 吃喝玩乐就在旁边方便,提升生活乐趣 改善生活品质
【小区介绍】 电梯房，环境优雅，安静，小区环境好.交通方便。。。。。。。。。。",https://image1.ljcdn.com/hdic-frame/d97aca61-4d78-4b8e-9cf6-edb889115c33.png.780x439.jpg
整租·艺泰安邦 2室2厅 南,浦东-宣桥-艺泰安邦,浦东,2500,87,南,2-2-1,,2018-06-03,低-11,1,"【房源亮点】 房屋家具家电一应俱全，南北通透，采光充足，拎包入住，低楼层，出行方便
【交通出行】 轨道交通16号线：野生动物园站，惠南6路直达；门口南六公路北上直达申嘉湖高速：张南专线上海野生动物园站，南新专线光辉站，东泥专线，惠南6路从小区门口直达地铁口
【周边配套】 东西两个公立幼儿园；中间有花园绿地，西门有健身公园，东南门有菜市场，门对门就是野生动物园景区；西南门新建三灶实验 开始 入学，社区内规划有商ye街，大型超市，酒店餐厅及娱乐场所；浦东医院、欧尚卖场、禹州广场、乐购商超生活圈范围内
【小区介绍】 小区位于浦东新区宣桥镇南六公路399弄，靠上海野生动物园。2006年-2012年分8期建造。开发商为上海刚泰集团，总建筑面积为66万平方，设有30栋小高层，26栋高层，18栋多层住宅及含盖多功能会所 幼儿园 商ye 街 艺博 文化休闲广场等综合配套设施。",https://image1.ljcdn.com/310000-inspection/91437ed7-a928-4ead-b81a-4039814bdf55.jpg.780x439.jpg
整租·新泾七村 2室1厅 南/北,长宁-北新泾-新泾七村,长宁,5600,50,南-北,2-1-1,淞虹路-123;北新泾-870;,2019-07-29,低-6,0,,https://image1.ljcdn.com/310000-inspection/ec61e98d-d209-4a5d-adf8-6c60fdcd91c2.jpg.780x439.jpg
整租·金鹿大楼 1室1厅 东南,黄浦-淮海中路-金鹿大楼,黄浦,7300,45,东南,1-1-1,黄陂南路-442;淮海中路-775;南京西路-960;陕西南路-1193;,2019-07-01,低-29,1,"【房源亮点】 精装修一室户，朝南户型，百年巨鹿路，金鹿独栋大楼，黄陂南路，陕西南路地铁站，房东诚意出租
【户型介绍】 此房朝南户型，采光好，户型方正，家具齐，适合单身，小情侣居住，看房方便。
【交通出行】 地铁交通便利，停车方便，环境优美，居住体验好，楼下有多条公交线，黄陂南路1号线，淮海中路13号线。步行1200米可到人民广场，淮海中路。
【周边配套】 业主诚意出租，看房方便，套内厨房卫生间，生活方便，生活设施完善",https://image1.ljcdn.com/310000-inspection/c3af2d26-ff99-4fea-919d-885f6ed9a62a.jpg.780x439.jpg
整租·延安西路548弄80号 2室1厅 南,长宁-镇宁路-延安西路548弄80号,长宁,7000,58,南,2-1-1,,2019-08-01,高-6,0,"【房源亮点】 房屋朝南采光充足，精装修拎包入住，交通方便，生活便利，诚意出租
【户型介绍】 精装两房，采光良好，房屋通风很好，拎包可直接入住的，房屋业主诚意出租！
【交通出行】 步行至江苏路地铁站二号线3号口390米，十一号线一号口六号口770米。（数据来源于百度地图）
【周边配套】 小区所处位置生活极为方便。医院：华山，华东； 超市：好德，罗森；校区：江五，延中！",http://vrlab-image.ljcdn.com/release/auto3dhd/2af1cb64cfac02ece500da59e06cbd93/screenshot/1566526013_10/pc0_IJzk6JDC3.jpg.q_70.jpg
整租·东诸安浜路67号 1室0厅 南,长宁-镇宁路-东诸安浜路67号,长宁,5000,29,南,1-0-1,江苏路-424;静安寺-1171;,2019-08-14,低-6,0,"【房源亮点】 房子南北通，有个小天井，北面窗户临街，可以作为一个小工作室使用！
【装修描述】 无厕所，无厨房，房子租下来可以自己简单装修，家具也可以按照自己的风格买！
【交通出行】 房子距离2号线、11号线江苏路地铁站600米，南面是延安高架出行便利！",http://vrlab-image.ljcdn.com/release/auto3dhd/4b45d26178409d2ee989a1b5bbc7c1b8/screenshot/1556247159_2/pc0_YK9cp1AGh.jpg.q_70.jpg
整租·曹杨五村(梅花园) 1室0厅 南,普陀-曹杨-曹杨五村(梅花园),普陀,4000,30,南,1-0-1,金沙江路-441;枫桥路-653;曹杨路-856;,2019-08-08,高-6,0,,https://image1.ljcdn.com/hdic-frame/0d072fbe-8ebb-4b62-b98e-7687983c43a4.png.780x439.jpg
整租·新华南园大厦 3室1厅 南/西,黄浦-世博滨江-新华南园大厦,黄浦,9500,98,南-西,3-1-1,大木桥路-927;鲁班路-1008;世博会博物馆-1061;,2019-08-04,低-28,1,"【房源亮点】 黄浦江边，南园公园边上，环境舒适，适合居家、情侣。交通便利，近4号线，13号线
【交通出行】 出门近4号线，13号线1000米，公交便利，出门就是打浦桥隧道，出行便利。
【周边配套】 出门就是南园公园，黄浦江，步行200米农工商超市，菜场，北边800米东南医院，奥林幼儿园，离南洋比较近",https://image1.ljcdn.com/310000-inspection/81b662cb-4c38-46ea-994e-2ed39369f800.jpg.780x439.jpg
整租·鞍山四村第二小区 1室1厅 南,杨浦-鞍山-鞍山四村第二小区,杨浦,3700,30,南,1-1-1,鞍山新村-495;同济大学-512;四平路-755;江浦路-1071;,2019-08-20,低-6,0,,https://image1.ljcdn.com/310000-inspection/5f15b46b-b64a-4a97-8135-805e66dbd1a0.jpg.780x439.jpg
整租·天悦小区 2室1厅 南,长宁-虹桥-天悦小区,长宁,5500,46,南,2-1-1,娄山关路-298;,2019-08-03,中-5,0,"【户型介绍】 房屋位于3楼，朝南，无遮挡，透光性好，小区位置便利，距地铁站较近
【装修描述】 房屋为精装修，装修有些老旧，厕所和厨房有些地方瓷砖有破损，看起来有些破旧
【交通出行】 小区旁边公交线路多，距2号线娄山关地铁站步行约456米，出行较方便。
【周边配套】 幼儿园：上海市长宁区第二幼儿园、东华大学幼儿园 商场：金虹桥商城 医院：天山中医院 银行：中国光大银行、中国银行、民生银行、中国农业银行
【小区介绍】 天悦小区位于娄关山路470弄，小区竣工于1980年，是一个由多层老公房组成的小区。小区房龄较老，但生活氛围浓厚。",https://image1.ljcdn.com/310000-inspection/a53407dd-87ac-4054-8329-8fe3006a33db.jpg.780x439.jpg
整租·华山路385号 2室1厅 东南,静安-静安寺-华山路385号,静安,8300,23,东南,2-1-1,常熟路-769;静安寺-848;,2019-06-16,中-6,1,"【房源亮点】 精装修，拎包入住，楼层适宜，景观好，空间大，功能性强，优质公房。
【周边配套】 位处华山路中间地段，西边是华山医院，北面是上海戏剧学院，文化氛围浓厚，近地铁一号七号线。
【小区介绍】 优质公房，防盗门，楼道环境好，楼层佳，家的氛围浓重，商圈配套成熟。",https://image1.ljcdn.com/310000-inspection/a8c7b5a1-b5c9-46d3-acc1-e612d75581b7.jpg.780x439.jpg
整租·昱龙家园 2室1厅 南,浦东-康桥-昱龙家园,浦东,2600,74,南,2-1-1,,2019-07-07,低-6,0,"【房源亮点】 近16号线周浦东地铁站和11号线秀沿路地铁站。。。。有公交站，出行方便。。。。
【交通出行】 11号线秀沿路，16号线周浦东中间位置，距离两条地铁站均在2公里左右，小区门口有一个小型的公交枢纽，974路 175路 1020路都在此停靠。
【周边配套】 三公里范围内有大润发，周浦万达广场，绿地缤纷广场，小上海步行街，周浦公园，康弘菜市场，一心玛特超市。",http://vrlab-image.ljcdn.com/release/vradmin/1000000022160367/images/9a300adb-b129-470f-8132-b8025e2aba76.png.q_70.jpg
整租·清涧二街坊 2室1厅 南,普陀-真光-清涧二街坊,普陀,4500,59,南,2-1-1,,2019-07-24,高-6,0,"【装修描述】 简单装修、干净清爽，家具家电齐备，高层两房采光通风好，拎包即可入住。
【交通出行】 小区位于桃浦路高陵路，出门交通便利，桃浦路上就有公交站台106/129/838/754/856等 近上海西站地铁11号线1.6公里，公交两站直达 近中环高架，开车3min
【周边配套】 配套齐全，小区对门就是二级甲利群医院、 小区自带小丫丫幼儿园，近金州little学，近附属教育middle学等 清涧菜场、家乐福华润万家等让你的生活美滋滋",https://image1.ljcdn.com/310000-inspection/a98008f0-ff1b-4a25-b446-aa995a32b30d.jpg.780x439.jpg
整租·康宁大楼 2室1厅 南,静安-江宁路-康宁大楼,静安,8500,70,南,2-1-1,昌平路-953;,2019-08-24,中-17,1,,https://image1.ljcdn.com/310000-inspection/61cb20d6-c5d0-45aa-8e6c-e22e9d2402fe.jpg.780x439.jpg
整租·高南新村 2室1厅 南,浦东-外高桥-高南新村,浦东,3500,59,南,2-1-1,外高桥保税区北-988;,2019-08-23,高-6,0,"【户型介绍】 小区环境优美，健身器材比较齐全，配套齐全，小区门口属于繁华地段
【交通出行】 交通便利，出行方便， 地铁：近地铁六号线， 小区出门就有公交站台， 公交：453、611、971、26、181、外高桥3路等
【周边配套】 商场：世纪联华、永乐生活电器、农工商超市； 银行：中国农业银行、交通银行、浦发银行、招商银行、工商银行、上海银行等； 餐饮：美食购物街，夏碧路上聚餐、购物的地方很多； 娱乐：儿童乐园、健身会所、广场 医院：第七人民医院、新桥医院",https://image1.ljcdn.com/310000-inspection/25a767d2-bb87-49ae-ac3f-0e2b0cbb50fd.jpg.780x439.jpg
整租·申城佳苑 2室1厅 南,浦东-张江-申城佳苑,浦东,3700,88,南,2-1-1,张江路-993;,2019-08-14,高-6,0,"【户型介绍】 此房为原始电梯两房，一房朝南一房朝北。。。。。。。。。。。。。
【周边配套】 小区外配有超市，菜市场，银行等等，生活配套满足生活的基本需求。
【小区介绍】 小区环境好，绿化整体充足，新动迁房小区，居住人员素养普遍高，有地下停车库。",https://image1.ljcdn.com/310000-inspection/15edfafb-d2e5-4add-bd0e-6d0eb5f872e9.jpg.780x439.jpg
整租·仁德小区 1室1厅 南,虹口-江湾镇-仁德小区,虹口,3700,35,南,1-1-1,江湾镇-227;,2019-08-01,高-6,0,,https://image1.ljcdn.com/310000-inspection/98ef4c7a-a4bc-4e4f-b592-65959377c1d6.jpg.780x439.jpg
整租·国和二村 1室1厅 南,杨浦-中原-国和二村,杨浦,4000,39,南,1-1-1,市光路-296;嫩江路-357;,2019-07-27,低-6,0,,http://vrlab-image.ljcdn.com/release/auto3dhd/e231ad2c55c2d16737ba98486a26a92d/screenshot/1564551075_2/pc0_HXRi11BH3.jpg.q_70.jpg
整租·民乐城汇雅苑 2室1厅 南,浦东-惠南-民乐城汇雅苑,浦东,2600,79,南,2-1-1,,2019-08-03,中-18,0,,https://image1.ljcdn.com/310000-inspection/f9f055f5-6c77-4824-9e50-7b258fceb25c.jpg.780x439.jpg
整租·静安晶华园 1室1厅 南,静安-江宁路-静安晶华园,静安,8300,57,南,1-1-1,长寿路-707;昌平路-1014;,2019-05-09,低-31,1,"【户型介绍】 晶华园的精致大一房，拥有折角飘窗以及大阳台，满足您的生活需要
【装修描述】 配色大胆，风格独特，适合对生活精挑细选的你，卫生间干湿分离，更加方便
【周边配套】 189，巴黎春天，普陀人民医院，长寿公园1KM生活圈近在咫尺，吃喝玩乐一站式享受",https://image1.ljcdn.com/310000-inspection/b274a1e2-804d-43a5-9c60-7fb06b2d7e29.jpg.780x439.jpg
整租·东城花苑一村 3室1厅 南,浦东-惠南-东城花苑一村,浦东,2500,96,南,3-1-1,惠南-412;,2019-08-20,高-6,0,,https://image1.ljcdn.com/310000-inspection/1cb54db4-db12-45e6-9044-b62ac299f0d5.jpg.780x439.jpg
整租·绿地东海岸时尚广场 2室1厅 南,浦东-周浦-绿地东海岸时尚广场,浦东,3000,50,南,2-1-1,,2019-08-24,中-13,1,"【装修描述】 此房为复试上下两层，可使用空间大，精装修交房的，配套也齐了。可以
【出租原因】 小区位于周浦镇，距离周浦东地铁站2公里。小区南门门口可乘坐1002，周康4，周康8，浦东25，浦东52路公交车，其中1002路直达周浦东地铁站，车程。浦东25路可直达张江地铁站3，周康4路由沈梅路林海公路到陆家宅，浦东52路。
【周边配套】 步行到东四高，各种小吃，菜市场，超市方便您的日常简单购物需求。如果喜欢街边美食，麻辣烫，烤鱼，或者喜欢小玩意，小区右转步行，周浦小上海步行街里玲琅满目的美食及商品将让您眼花缭乱。",https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·东都小区 1室1厅 南,浦东-川沙-东都小区,浦东,3100,39,南,1-1-1,川沙-640;,2019-08-14,高-6,0,"【房源亮点】 东都小区位于上海城南路356弄，小区交通便利，环境优美，配套成熟完善，有餐饮、超市、银行、健身娱乐设施、能够充分满足购房者一站式购物需求。
【交通出行】 小区有川黄路城南路站、城南路川黄路公交站，有上川专线，浦东11路等公交干线。 小区北门右转步行一公里内到二号线川沙地铁站乘地铁
【周边配套】 有农工商超市，建设银行，平安银行，农业银行 ；有浦东新区人民医院，旁边是川沙公园。",https://image1.ljcdn.com/310000-inspection/4aeb3481-7044-4c90-b8ce-50bd03d05dfa.jpg.780x439.jpg
整租·逸仙路773弄 1室1厅 南,杨浦-五角场-逸仙路773弄,杨浦,4000,35,南,1-1-1,江湾镇-344;,2019-08-11,中-6,0,,https://image1.ljcdn.com/310000-inspection/50060f7c-c673-42f8-aeee-fe2ca88a3922.jpg.780x439.jpg
整租·都汇华庭 1室0厅 北,青浦-香花桥-都汇华庭,青浦,2000,48,北,1-0-1,,2019-08-02,低-11,1,,http://vrlab-image.ljcdn.com/release/auto3dhd/af420ea5db0b5fb496480f628148c7b4/screenshot/1562121014_0/pc0_iDs1Eg5E0.jpg.q_70.jpg
整租·天山小区 1室1厅 南,长宁-中山公园-天山小区,长宁,5000,42,南,1-1-1,娄山关路-67;,2019-08-18,中-5,0,,https://image1.ljcdn.com/310000-inspection/088609fd-4d8e-4bac-92a7-0b56777971dc.jpg.780x439.jpg
整租·控江路109号 2室0厅 南,杨浦-周家嘴路-控江路109号,杨浦,3800,40,南,2-0-1,,2019-08-20,高-6,0,,https://image1.ljcdn.com/310000-inspection/1f193edd-65bf-43fb-bc44-411a1b388aad.jpg.780x439.jpg
整租·河滨小区 2室1厅 南,浦东-川沙-河滨小区,浦东,3500,47,南,2-1-1,川沙-761;,2019-07-29,高-5,0,"【房源亮点】 出门川沙公园，锻炼方便，环境优美，休闲的好去处 旁边配套齐全，商店菜市场水果店都有，购物方便
【交通出行】 小区北门右转有川黄路城南路站、城南路川黄路公交站，有上川专线，浦东11路等公交干线。 小区南门右转步行一公里内到二号线川沙地铁站乘地铁
【周边配套】 小区北门右转步行，有农工商超市，建设银行，平安银行，农业银行 小区南门出口对过去的小区背面有浦东新区人民医院，旁边是川沙公园
【小区介绍】 3500米的超大绿化面积，百分之七十的车位配比，开车出行不拥挤。",https://image1.ljcdn.com/310000-inspection/3a0dfb1e-c3c0-4243-bd89-e27b5f34973a.jpg.780x439.jpg
整租·华龙公寓(徐汇) 1室0厅 西,徐汇-衡山路-华龙公寓(徐汇),徐汇,6800,44,西,1-0-1,衡山路-209;上海图书馆-708;肇嘉浜路-904;,2019-06-19,中-24,1,"【房源亮点】 高区，适合单身上班，夫妻情侣，也适合带小孩或老人，配置完善，有投影配备，古典留声机，烤箱，两个智能升降床。
【户型介绍】 精装修一房一厅，阳台也是一张床（升降）也可以工作，朝西高层采光好，进门客厅。
【交通出行】 距离1号线衡山路地铁站140米，10号线衡山路地铁站600米（数据来源于百度地图）",https://image1.ljcdn.com/310000-inspection/f1b60621-43b7-4f57-8b62-762d27e2698e.jpg.780x439.jpg
整租·金田花园 2室1厅 南,浦东-周浦-金田花园,浦东,3200,70,南,2-1-1,,2019-05-31,高-6,0,"【装修描述】 阁楼简装全配  家具家电都有 诚心出租 ，，，，，，，，，，，，，，，，
【交通出行】 小区位于周浦镇，距离周浦东地铁站2公里。小区南门门口可乘坐1002，周康4，周康8，浦东25，浦东52路公交车，其中1002路直达周浦东地铁站，车程。浦东25路可直达张江地铁站3，周康4路由沈梅路林海公路到陆家宅，浦东52路。
【周边配套】 金田花园小区出门就到印象广场，步行到东四高，各种小吃，菜市场，超市方便您的日常简单购物需求。如果喜欢街边美食，麻辣烫，烤鱼，或者喜欢小玩意，小区右转步行，周浦小上海步行街里玲琅满目的美食及商品将让您眼花缭乱。小区门口就是周东菜市场。",https://image1.ljcdn.com/310000-inspection/027a0206-065d-4342-94b6-d7ae67e19dca.jpg.780x439.jpg
整租·外冈佳苑 2室2厅 南,嘉定-外冈-外冈佳苑,嘉定,1800,81,南,2-2-1,,2019-05-09,低-18,1,,http://vrlab-image.ljcdn.com/release/auto3dhd/966264fde89c486837b3fc664e32bb17/screenshot/1552456720_8/pc0_0Eq0roGLZ.jpg.q_70.jpg
整租·友谊大楼 1室2厅 南,普陀-中远两湾城-友谊大楼,普陀,4500,47,南,1-2-1,中潭路-153;镇坪路-1126;,2019-08-07,高-22,1,"【装修描述】 精装一房，各种卫浴设备齐全，各种橱柜、灶具设备齐全。业主对房子保养很好，各类设施都完好无损。布局合理，易利用，私密性好。
【交通出行】 交通出行便利，步行120米到地铁站，出门公交便利，有129,743,829,69,105等多个公交经过
【周边配套】 小区配套设施齐全，晚上可去梦青园公园散步。出门菜市场，便利店满足日常需求。",https://image1.ljcdn.com/310000-inspection/75304f5f-3d39-4667-a139-76261849afcb.jpg.780x439.jpg
整租·紫荆新苑 3室2厅 南,黄浦-世博滨江-紫荆新苑,黄浦,10000,90,南,3-2-1,世博会博物馆-609;鲁班路-780;,2019-07-12,高-6,0,"【交通出行】 地铁13号线世博馆站，多趟公交经过，距离4号线鲁班站800米，换乘方便，交通便利
【周边配套】 小区门口就是公园，绿化好，工作闲暇时到公园或者黄浦江边走一走，愉悦心情，生活超市、银行配套齐全，汇暻生活广场步行700米、农工商超市300米、东南医院900米，生活配套齐全
【小区介绍】 小区环境好，干净整洁，二十四小时安保，绿化不错，环境舒适安逸，居家的好选择",https://image1.ljcdn.com/310000-inspection/423dd900-1eef-461d-9295-edb8bed9b0ab.jpg.780x439.jpg
整租·博佳花园 3室2厅 南/北,浦东-惠南-博佳花园,浦东,2600,98,南-北,3-2-1,,2019-05-05,高-6,0,"【房源亮点】 户型：2室2厅1卫2阳台，顶楼带阁楼，2房的钱租3房，阁楼可住人，房东诚心租。小区出门50米就有公交（此数据来自百度地图），公交：沪南线.塘南线.龙大线.张南线.惠南环线.2000米地铁（此数据来自百度地图）：11，出行方便。
【装修描述】 房东自住精装修、家具家电都是比较讲究，保养比较好、希望租客能爱惜房子
【交通出行】 交通：近惠南镇，近迪士尼。川芦专线、两滨专线、龙芦专线、到地铁口16号线2000米，到小区下盐公路和大川公路口下车即可。（此数据来自百度地图）
【周边配套】 小区配套较为完善，有意壶咖啡南汇店、棋牌室、佳堂浴足、良子健身等，为住户提供休闲娱乐之地。同时，龙宇阁大酒店也在。沪南公路沿路有多家餐饮店和超市，方便小区住户。公交：听潮路（惠松线:）城西路人民西路（惠南7）人民西路听潮路
【小区介绍】 您所看的房源位于博佳花园小区，该小区建成于2004，属于板楼小区，小区的物业费用为0.6平米月。并且小区设立门禁且小区内有保安巡逻，确保安全！",https://image1.ljcdn.com/310000-inspection/04a5a4d6-70f4-49ab-9bfb-ac7fad13d71d.jpg.780x439.jpg
整租·三义坊 1室1厅 南,静安-静安寺-三义坊,静安,7000,36,南,1-1-1,静安寺-440;昌平路-810;江苏路-1094;,2019-07-18,低-3,0,"【房源亮点】 邻近地铁，交通方便，家电齐全，随时入住，全套配备，房东诚意出租
【户型介绍】 此房是朝南的两房，一房一厅一厨一卫，户型方正，南北通透，通风效果好！
【交通出行】 小区门口有40路、93路新闸路延平路公交站，136路新闸路胶州路公交站，113路，328路，20路，825路等，地铁2号线，7号线",http://vrlab-image.ljcdn.com/release/vradmin/1000000022274745/images/17612a9c-e3bd-4f41-afe2-67e3741c9d84.png.q_70.jpg
整租·紫薇茗庭 2室1厅 南,松江-泗泾-紫薇茗庭,松江,1900,67,南,2-1-1,泗泾-1077;,2019-07-25,中-28,1,"【户型介绍】 房子户型比较好 是比较方正的正规三房 透气性也好 通风也不错 诚心出租。
【交通出行】 9号线洞泾地铁站，小区环境很好，出门有公交车，每天早上班次很多，公交车就有卖早饭的，距离9号线洞泾地铁站1.6公里！
【周边配套】 9号线洞泾地铁，坐车方便，小区外有45路47路1845，房子住起来很舒服，有家的感觉！唯一就是超市，菜市场这些较少。",https://image1.ljcdn.com/310000-inspection/c3a2e65d-b524-4cb7-a95d-a477b1514d22.jpg.780x439.jpg
整租·华欣家园 2室2厅 南/北,徐汇-华泾-华欣家园,徐汇,5000,88,南-北,2-2-1,,2019-08-17,低-14,1,"【房源亮点】 本房源在小区中间位置，出行方便，且安静。本房源是小区少有户型，南北两房，面积88平的超大两房，使用空间宽敞，居家舒心。12年装修，房东自住保养很好，精装全配，可拎包入住。
【交通出行】 华欣家园小区西门门口就有公交站，公交站名“龙吴路华泾路公交站”，有多辆公交车可通往上海其他地区，其中178(大站),956,958,770等通往徐家汇。交通出行方便快捷，满足您的出行要求。15号线正在建设中，小区到最近地铁站2公里。
【周边配套】 公园：徐汇区华泾公园，绿色世博出行林等风景优美；
商场：龙湖天街，吉买盛，肯德基等购物方便；
学 校：果果幼儿园，印象幼儿园，盛华幼儿园，金贝贝幼儿园，华泾小 学，徐浦小 学，华育中 学，紫阳中 学等可供孩子们学业有成；
医院：徐汇区华泾地段医院；",https://image1.ljcdn.com/310000-inspection/50b9f9eb-f663-4bf4-b39e-67a21bcc97ff.jpg.780x439.jpg
整租·晋元里 2室1厅 南/西南,静安-曹家渡-晋元里,静安,8300,53,南-西南,2-1-1,昌平路-357;长寿路-534;武宁路-801;,2019-08-22,高-7,0,"【房源亮点】 老静安，位于小区居中位置闹中取静，居住舒适度高。体验感好。。
【装修描述】 精装修，全明户型，采光好。宜家风，房东直租出租，装修全新，家具家电齐全，拎包入住。
【交通出行】 出小区有公交765， 717.近地铁13号线（武宁路站），7号线（昌平站）。
【周边配套】 小区右转余姚菜市场，配套齐，生活交通便利。出了小区就有多路公交，巴黎春天、亚新生活广场，农工商超市、长寿公园，生活便捷。 静安老社区，门口有学-校，菜场，银行等。",https://image1.ljcdn.com/310000-inspection/a33a0587-7bd1-4330-8272-739606089a81.jpg.780x439.jpg
整租·兴国路229弄 1室1厅 南,徐汇-衡山路-兴国路229弄,徐汇,6400,30,南,1-1-1,交通大学-452;上海图书馆-881;徐家汇-1105;,2019-06-02,中-5,0,"【房源亮点】 朝南低楼层，采光好，视野佳，有钥匙，随时可以看房。。。。。。。。
【装修描述】 这套房子是朝南中间套，二楼，小区环境不错，物业负责，小区绿化高，居住感良好。
【交通出行】 距离10/11号线交通大学地铁站490米，距离10号线上海图书馆站890米（以上数据来自百度地图）
【周边配套】 近华山路，武康路，环境好，绿化多，车流少，下楼就是喜士多，生活便利。",https://image1.ljcdn.com/310000-inspection/0d38151d-86a4-4b48-9cad-6c3b13d5c0cc.jpg.780x439.jpg
整租·上缝小区 3室0厅 南/北,徐汇-龙华-上缝小区,徐汇,6200,53,南-北,3-0-1,龙漕路-176;龙华-596;上海游泳馆-738;漕溪路-788;漕宝路-1047;,2019-08-01,中-6,0,"【交通出行】 近地铁3号线、12号线（龙漕路），11号线、12号线（龙华），出门便是公交站台：178路，104路，809路等。
【周边配套】 小区设有菜市场，买菜便利，教育配有龙华幼儿园，购物商城有:徐汇日月光，绿地缤纷城、美罗城、星巴克，娱乐设施配有上海京剧院，朵云轩。
【小区介绍】 生活配套设施齐全，干净整洁，安静不嘈杂，交通便利，适宜居住。",https://image1.ljcdn.com/310000-inspection/7ba611b4-e161-441a-a737-b1b0ff61dfb3.jpg.780x439.jpg
整租·中福浦江汇 2室1厅 南,黄浦-蓬莱公园-中福浦江汇,黄浦,9200,62,南,2-1-1,南浦大桥-93;小南门-868;西藏南路-1138;,2019-07-01,高-34,1,"【房源亮点】 装修精美，距离地铁近，小区品质高，价格特 别实惠，出行便利，诚意出租
【交通出行】 地铁：小区出门可直达4号线南浦大桥三号口.公交：距离南浦大桥公交总站500米，包含43路;45路;55路;64路;65路;89路;109路;144路;303路;305路;324路;327路;869路;931路;1216路等 公交站（陆家浜路海潮路、国货路海潮路）500米上内环高架出行浦东！
【周边配套】 公园：蓬莱公园800米！超市：联华、迪亚天天小区楼下影院：大光明影院1.5KM，塘桥翰金影院1.9KM滨江跑道：距离黄浦江800米，滨江跑道长8.3公里！89号线陆家浜路地铁站&amp;新凌生活购物广场1.2KM！美食：楼下澳门豆捞、百家福大食堂等医院：交大附属",http://vrlab-image.ljcdn.com/release/auto3dhd/3199d6ae113fcdd7bb537b1c11be0f3a/screenshot/1546317964_8/pc0_zAaoEzkxd.jpg.q_70.jpg
整租·花苑村玉兰园 2室1厅 南,徐汇-康健-花苑村玉兰园,徐汇,5500,66,南,2-1-1,锦江乐园-118;,2019-08-21,低-6,0,"【交通出行】 小区门口是江安路虹漕南路公交站，途径线路341路、804路、810路；近地铁1号线锦江乐园站和上海南站
【周边配套】 配套成熟，小区边超市、便利店、水果店、菜市场，海鲜市场，广场等都是有的，为您的生活带来方便
【小区介绍】 房屋类型： 住宅 普通住宅 建筑类型： 板楼 多层 建筑年代： 1989 容积 率： 1.50 物业公司： 上海中房物业管理有限公司",https://image1.ljcdn.com/310000-inspection/27230ffa-9493-4e2d-8732-60fade137037.jpg.780x439.jpg
